"","sqrt(evictionrate)","povertyrate","perc_16yrs_and_over_unemployed","per_bach_and_up","pctafam","pctasian","pcthispanic","SLT_EXEMPT_TOTAL","SLT_TREMEDIES_TOTAL","SLT_Retaliation","FHP_ExcemptHousing_TOTAL","SLT_LREMEDIES_TOTAL","city","residual"
"1468",1.36747943311773,4.46,1.96,47.43,2.86,0.04,8.42,1,2,0,6,4,"Metairie CDP, LA",0.0270357005311284
"1469",1.58745078663875,3.68,2.11,50.43,2.21,0.37,3.67,1,2,0,6,4,"Metairie CDP, LA",0.281072021015206
"1470",0.812403840463596,8.16,2.96,27.32,0.03,1.97,14.54,1,2,0,6,4,"Metairie CDP, LA",-0.743847126939721
"1471",1.25698050899765,3.15,2.05,55.95,0.41,2.37,5.04,1,2,0,6,4,"Metairie CDP, LA",0.0367050127831016
"1472",0.264575131106459,16,2.63,12.32,29.23,0,55.64,1,1,1,5,1,"Elizabeth city, NJ",-0.0376455224655042
"1473",1.98746069143518,33.26,8.79,8.07,6,1.32,6.45,1,2,0,7,2,"Independence city, MO",-0.395553486174758
"1474",0.877496438739212,3.44,1.66,18.97,3.33,0,10.8,1,2,0,7,2,"Independence city, MO",-1.06704732862904
"1475",2.5377155080899,14.53,4.92,13.88,9.04,0.62,8.18,1,2,0,7,2,"Independence city, MO",0.358139301090935
"1476",1.52643375224737,7.43,5.42,17.23,8.82,0,19.27,1,2,0,7,2,"Independence city, MO",-0.58128010277359
"1477",1.57162336455017,1.07,3.79,30.49,2.23,0.2,5.72,1,2,0,7,2,"Independence city, MO",-0.279189914439575
"1478",2.56709953059869,53.85,3.67,10.38,11.43,0.24,23.99,1,2,0,7,2,"Independence city, MO",0.189274702752454
"1479",2.31516738055805,28.66,2.34,17.26,11.95,0,7.29,1,2,0,7,2,"Independence city, MO",0.131440026851904
"1480",2.22261107708929,15.8,3.55,14.45,3.66,1.46,18.03,1,2,0,7,2,"Independence city, MO",0.139293975692419
"1481",1.97484176581315,1.17,2.41,28.89,2.95,1.32,2.07,1,2,0,7,2,"Independence city, MO",0.127014156973939
"1482",2.66645832519468,44.26,9.42,6.45,4.19,2.19,39.96,1,2,0,7,2,"Independence city, MO",0.260069544806457
"1483",2.81780056072107,36.06,2.93,11.47,7.45,0.34,39.45,1,2,0,7,2,"Independence city, MO",0.60757168702711
"1484",2.39374184071716,4.12,3.01,15.19,2.54,2.04,10.6,1,2,0,7,2,"Independence city, MO",0.387604145268858
"1485",2.5,10.44,4.02,16.76,21.22,1.16,10.26,1,2,0,7,2,"Independence city, MO",0.272497693122234
"1486",2.40416305603426,22.05,5.5,9.53,12.24,0.82,2.12,1,2,0,7,2,"Independence city, MO",0.0921902255476082
"1487",1.62480768092719,16.82,3.6,14.26,8.65,0.79,12.39,1,2,0,7,2,"Independence city, MO",-0.523586344742443
"1488",2.37276210354093,12.42,4.14,14.01,5.01,0,10.74,1,2,0,7,2,"Independence city, MO",0.263002591479436
"1489",1.94422220952236,9.99,1.61,35.18,12.97,2.45,4.79,1,2,0,7,2,"Independence city, MO",0.0464271790387404
"1490",2.81780056072107,5.3,2.72,44.84,1.96,0,2.83,1,2,0,7,2,"Independence city, MO",1.12352235905944
"1491",3.45976877840124,25.06,3.77,3.29,73.38,0.99,4.31,1,2,1,6,3,"Greensboro city, NC",0.167990835807184
"1492",2.77848879788996,3.02,4.04,47.5,10.3,2.38,2.8,1,2,1,6,3,"Greensboro city, NC",0.68282659292039
"1493",3.92173431022552,21.02,3.13,49.44,45.67,4.45,1.75,1,2,1,6,3,"Greensboro city, NC",1.4355855714824
"1494",1.26885775404495,0.85,3.54,63.61,2.37,1.78,3.65,1,2,1,6,3,"Greensboro city, NC",-0.554654357982903
"1495",2.83372546306095,15.61,3.05,22.86,74.18,9.42,1.59,1,2,1,6,3,"Greensboro city, NC",-0.184267836389335
"1496",2.92403830344269,38.18,6.51,9.9,21.6,1.59,23.47,1,2,1,6,3,"High Point city, NC",0.530949025455866
"1497",1.09087121146357,1.56,3.37,49.33,12.91,7.6,2.18,1,2,1,6,3,"Greensboro city, NC",-0.980792166904747
"1498",1.20830459735946,1.6,1.6,57,18.35,0.63,2.38,1,2,1,6,3,"Greensboro city, NC",-0.809452977466598
"1499",1.08627804912002,4.09,2,49.22,2.27,8.28,7.29,1,2,1,6,3,"Greensboro city, NC",-0.855947197845193
"1500",1.57480157480236,7.49,5.83,47.89,14.3,18.99,4.82,1,2,1,6,3,"High Point city, NC",-0.171212819444663
"1501",1.70293863659264,5.48,6.4,36.95,33.6,7.17,3.01,1,2,1,6,3,"High Point city, NC",-0.378711976597898
"1502",1.42828568570857,5.65,2.05,47.74,32.44,7.71,6.68,1,2,1,6,3,"Greensboro city, NC",-0.838775380377037
